title,link,date,summary
Ukraine says Russia staging psychological attack after US closes embassy over strike threat,https://www.bbc.com/news/live/c20726y20kvt,Немає дати,The US embassy in Kyiv is temporarily closed after it received “specific information” of a potential air attack.
